player_url,position
PruiJa00.htm,WR
MillLa20.htm,QB
SimmPh00.htm,QB
KopaDa00.htm,RB
HeatLa00.htm,RB
PastCh00.htm,QB
GordRi00.htm,TE
PricDe21.htm,TE
FulgTr00.htm,WR
BrigAn20.htm,WR
StocEr00.htm,TE
LeexJe20.htm,WR
OwenMo01.htm,RB
WelkWe00.htm,WR
TurbRo00.htm,RB
BonnMe20.htm,WR
PettBr01.htm,QB
PalkTy00.htm,QB
JoneZa00.htm,WR
DomiMa00.htm,TE
FarmGe00.htm,WR
ConjLa00.htm,RB
HallAh00.htm,RB
ReidGa00.htm,TE
MaysDe00.htm,RB
JohnSt00.htm,WR
DiggSt00.htm,WR
BeckEd00.htm,TE
MeieSh00.htm,TE
HoweSt00.htm,FB-TE
NeilDa20.htm,TE
RoanMi00.htm,TE
BryaRo00.htm,WR
WillMi01.htm,RB
MickAr20.htm,RB
ElliEz00.htm,RB
WillSh01.htm,RB
MitcSt00.htm,RB
MaxwMa00.htm,WR
HarrDe03.htm,TE
WillJi20.htm,RB
CollRy00.htm,TE
DaviDi00.htm,RB
EdwaTr00.htm,WR
WardJo00.htm,RB
TurnMa21.htm,RB
DaleCa00.htm,WR-TE-FL
JoneTo22.htm,DB
HollBo00.htm,QB
RyanMa00.htm,QB
HillBr01.htm,RB
NottDo00.htm,RB
GehrMa20.htm,TE
GrifSt20.htm,RB
ClarBo00.htm,RB
ChmuMa00.htm,TE
GiamLo00.htm,RB
SchiJa20.htm,WR
BonnRe00.htm,RB
McCrGr00.htm,TE
WebbRa02.htm,WR
SageKe20.htm,TE
EvanJa22.htm,RB
PianZa00.htm,TE
DaviDr00.htm,WR
DillCo00.htm,RB
RuckCo20.htm,TE
ThomDa03.htm,RB
PhilJo00.htm,TE
CraiRe00.htm,WR
MattJo00.htm,WR
RiveMa00.htm,TE
PinkLa00.htm,WR
CampSc00.htm,QB
CribJo00.htm,RB
LoviDe00.htm,RB
TealJi00.htm,WR
WillDe00.htm,WR
SmitDa00.htm,WR
GillWi21.htm,QB
JackCu00.htm,WR
MorrCa00.htm,TE
SherHe00.htm,RB
JordBu00.htm,RB
LawrLa00.htm,QB
BostJa00.htm,RB
GarnDw20.htm,RB
CourVi20.htm,WR
RichDa00.htm,RB
PeteNa00.htm,QB
GiaqNi00.htm,RB
BonnGl00.htm,RB
WillRi21.htm,RB
CobbDe00.htm,RB
RyanFr00.htm,QB
WoodTo00.htm,WR
SneaNo00.htm,QB
WillRa00.htm,RB
HonsTo20.htm,QB
WaltJo21.htm,WR
JohnAn00.htm,RB
BrinCh20.htm,WR
MyerBr00.htm,TE
CraiDa00.htm,QB
HaffMi00.htm,WR-FL
RichGl00.htm,WR-FL
BellKa00.htm,RB
ParkRo20.htm,RB
WheeWa00.htm,WR
FarmTe20.htm,RB
JeffRo00.htm,WR-SE
GillWa00.htm,WR
WoodIc00.htm,RB
WendJa20.htm,RB
ReedRo00.htm,WR
CobbRa00.htm,WR
TorkEr00.htm,RB
DemeEm00.htm,RB
DawsSk00.htm,WR
ParrRi00.htm,RB
JohnBr23.htm,WR
TuckJa00.htm,WR
CousKi00.htm,QB
StarKe21.htm,WR
TrauAd00.htm,TE
StroJa01.htm,WR
CoopJo00.htm,WR
PennCa00.htm,WR
LoveJo00.htm,WR-K
CrooLa00.htm,RB
HookAl20.htm,WR
BurbAa00.htm,WR
ThomDe07.htm,WR
NelsTe00.htm,TE
ScotBo00.htm,QB
GreeTr01.htm,TE
ByruCa00.htm,RB
DoubRo00.htm,WR
AlleKy00.htm,QB
WillJa01.htm,WR
CookKe20.htm,RB
SmitJe01.htm,TE-SE-FL
DixoAl00.htm,TE
DuliAs00.htm,WR
QuicMi00.htm,WR
WillPe01.htm,RB
GreeGa00.htm,RB
TurnMi00.htm,RB
ElliBr00.htm,WR
HornDo00.htm,QB
HarmCl00.htm,RB
DaviCa00.htm,RB
SmitWa20.htm,WR
DarrCh20.htm,WR
WillJa29.htm,WR
KnigZo00.htm,RB
TaylJe00.htm,RB
SmitDe04.htm,WR
BussDe00.htm,RB
WillDa04.htm,WR
DunbLa20.htm,WR
WashDe00.htm,RB
TramAu00.htm,WR
DurhKr00.htm,WR
WillDa10.htm,RB
ThomJe02.htm,WR
PritBi00.htm,RB
PruiMi00.htm,RB
WalkAd20.htm,RB
RichPa01.htm,WR
ByrdIs00.htm,WR
NorwJo00.htm,WR
MossEd00.htm,RB
ReedJo01.htm,WR
LookDa00.htm,WR
RodgAa00.htm,QB
TateLa00.htm,RB
ScarJo00.htm,RB
NyvaVi00.htm,RB
PalmTo00.htm,WR
MasoDe00.htm,WR
BranDe00.htm,WR
StroRa00.htm,RB
HiggMa00.htm,RB
JoneCh00.htm,WR
BrenHo00.htm,TE
ClarSp20.htm,RB
WillJo27.htm,RB
EnisCu00.htm,RB
JoneCh01.htm,WR
WomaJe20.htm,RB
FielAm20.htm,WR
StroAr00.htm,TE
SincKa00.htm,TE
ManeJa20.htm,WR
MorrMe00.htm,RB
TorrBo00.htm,RB
MorrWa00.htm,RB
ByrdDa00.htm,WR
LandGr00.htm,QB
WilkGa00.htm,TE-RB
ReedJo00.htm,QB
WindSa00.htm,RB
GednCh00.htm,TE
KamaAl00.htm,RB
RichPa00.htm,TE-SE-P
WillDa11.htm,WR
GranDa00.htm,TE
BerlBr00.htm,QB
HallTi20.htm,RB
DeVrTy20.htm,TE
IvloJo20.htm,RB
TaylCr00.htm,RB
FitzLa00.htm,WR
WillMa21.htm,TE-WR
BernRi00.htm,RB
CarrLy20.htm,RB
AlmoBe20.htm,WR
JeffJo00.htm,WR
TaylPa01.htm,RB
WillDa05.htm,RB
FranLa20.htm,WR
PierBr00.htm,TE
WillPe00.htm,QB
CarpRu00.htm,QB
SmitPa00.htm,RB
SpekJe20.htm,TE
JoneEr00.htm,WR
SmitJe00.htm,RB
WillJa00.htm,TE
JennCh00.htm,RB
SherMi00.htm,WR
McCoAn00.htm,TE
ScotBo01.htm,RB
KempPe00.htm,WR
HixoDo00.htm,WR
JourYo20.htm,RB
GreeTr00.htm,QB
CornFr22.htm,TE
ChesWe00.htm,WR
GreeTi00.htm,RB
TurnDe00.htm,RB
VanGTi00.htm,QB
HarrJa03.htm,TE
ColeCl00.htm,WR
LiscRu00.htm,QB
JohnLe02.htm,WR
GanaTe00.htm,RB
GalbSc00.htm,TE
CartAn00.htm,WR
HintMa00.htm,TE
KennEd00.htm,WR
JoppBe00.htm,TE
HuntTo20.htm,RB
GrahGa00.htm,TE
CurtIs00.htm,WR
StarKe20.htm,RB
BaxtFr00.htm,TE
HarrDa06.htm,RB
GipsPa00.htm,RB
BenjRy20.htm,RB
HillJu02.htm,TE
CassRo00.htm,WR
RodgRi00.htm,TE
ArchDr00.htm,WR
TurnRi21.htm,QB
BoykGr00.htm,RB
PilaKe00.htm,WR
KennJi00.htm,TE
FeacRi00.htm,WR
HectJo00.htm,RB
JoneTe00.htm,TE
JohnCh02.htm,QB
ColeLa00.htm,WR
MoorKe22.htm,TE
PainCa20.htm,RB
SmitHa01.htm,TE
KittJi00.htm,RB
VallXa00.htm,
LeexDa20.htm,TE
WillRa01.htm,WR
ShepLe00.htm,WR
JohnAn01.htm,RB
ScalDw00.htm,WR
RoyaRo00.htm,TE
JameJa00.htm,RB
WillRi20.htm,WR
WoodTo01.htm,RB
TateBe00.htm,RB
MixoJo00.htm,RB
PoweBi00.htm,RB
ReynJo20.htm,RB
QuitTe00.htm,TE
GaskKe00.htm,RB
McGiEd20.htm,TE
SmitJo23.htm,WR
PerrLe00.htm,RB
BarnAl00.htm,WR
SummDo20.htm,TE
HallLa00.htm,TE
HintEd00.htm,WR
PattJa01.htm,RB
WrigAn00.htm,QB
UndeTi00.htm,WR
MageTe00.htm,RB
PricJi00.htm,TE
ChamCh00.htm,WR
ThomJo20.htm,WR
GillWi20.htm,WR
ClemCo00.htm,RB
LaneEr00.htm,RB
BranJa00.htm,RB
JameMi00.htm,RB
DixoZa00.htm,RB
GibsAn00.htm,RB
NixoFr20.htm,WR
ThomCo04.htm,WR
BurtTr01.htm,TE
LindPh00.htm,RB
GehrJa00.htm,WR
SmitDa01.htm,RB
WillDe01.htm,RB
McKnJo00.htm,RB
FlutDa00.htm,WR
AffhEr00.htm,WR
HomeTr00.htm,RB
CribJo01.htm,WR
BookMa00.htm,WR
MaduMo00.htm,RB
PerrCh00.htm,RB
WashJa00.htm,WR
ThomDa02.htm,TE
MurrBi21.htm,TE
AdebQu00.htm,WR
GrifSt21.htm,RB
VargTy00.htm,RB
SadoTr00.htm,TE
RedmIs20.htm,RB
JoneVi20.htm,RB
LyonMi00.htm,TE
BlueAl00.htm,RB
HillBr00.htm,WR
DinkDa00.htm,TE
FromJa00.htm,QB
EdwaTr01.htm,QB
